;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);271296;90527;161484;18942;135;208;;;271027;269;
2;В том числе обучающиеся, которым:       преподается иностранный язык;267931;89731;159224;18633;135;208;;;267662;269;
3;из них преподается язык:             английский;266083;89175;158149;18416;135;208;;;265874;209;
4;французский;;;;;;;;;;;
5;немецкий;1848;556;1075;217;;;;;1788;60;
6;итальянский;;;;;;;;;;;
7;испанский;;;;;;;;;;;
8;китайский;;;;;;;;;;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;;;;;;;;;;;
16;не преподается иностранный язык;3365;796;2260;309;;;;;3365;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;3165;796;2060;309;;;;;3165;;
18;Из строки 02 – изучают:             2 иностранных языка;;;;;;;;;;;
19;3 и более иностранных языка;;;;;;;;;;;
